id,SKU,Nombre del producto,Modelo,Categoría,Marca,Precio de venta,Costo,Tipo de producto,Unidad de medida,Código de barras,Tipo de producto - Afecta inventario,Imagen del producto
0,1000,DISPLAY SONY XA ULTRA IPS F3213 BLANCO,,DISPLAY COMPLETO,SONY,290,173,Inventariable,PZ,6928032901389,true,
1,10000,FLEX INTERCONEXION MOTO ONE ZOOM 20110-9-3,,FLEXOS,,80,40,Inventariable,PZ,6928032902614,true,
2,10001,CHAROLA SIM SAMSUNG A53,,CHAROLA SIM,,30,4,Inventariable,PZ,6928032902615,true,
3,10002,CHAROLA SIM SAMSUNG A12 / A22,,CHAROLA SIM,,30,4.59,Inventariable,PZ,6928032902616,true,
4,10003,CHAROLA SIM SAMSUNG A10S,,CHAROLA SIM,,50,12.5,Inventariable,PZ,6928032902617,true,
5,10004,FLEX INTERCONEXION MOTO Z2 PLAY,,FLEXOS,,60,21,Inventariable,PZ,6928032902618,true,
6,10005,TAPA TRASERA HONOR 50 VERDE,,TAPAS Y MARCOS,,130,47.5,Inventariable,PZ,6928032902619,true,
7,10006,DISPLAY MOTO ONE 5G XT2075-2 IPS.*,,DISPLAY COMPLETO,MOTO,480,272.5,Inventariable,PZ,6928032902620,true,
9,10008,FLEX INTERCONEXION NOKIA 6.1 MEPL214003A,,FLEXOS,,100,14.25,Inventariable,PZ,6928032902622,true,
10,10009,FLEX INTERCONEXION SONY XA GF-480,,FLEXOS,,100,18,Inventariable,PZ,6928032902623,true,
11,1001,DISPLAY SONY XA ULTRA IPS F3213 VERDE LIMA*,,DISPLAY COMPLETO,SONY,290,201,Inventariable,PZ,6928032901390,true,
12,10010,CC TCL 10 SE,,CENTRO CARGA,,90,17,Inventariable,PZ,6928032902624,true,
13,10011,FLEX INTERCONEXION SONY XA1,,FLEXOS,,70,60,Inventariable,PZ,6928032902625,true,
14,10012,FLEX INTERCONEXION XIAOMI MI A1 D2_LINKFCP,,FLEXOS,,90,55,Inventariable,PZ,6928032902626,true,
15,10013,FLEX INTERCONEXION XIAOMI MI A3 M1906F9SH,,FLEXOS,,60,21,Inventariable,PZ,6928032902627,true,
16,10014,FLEX INTERCONEXION XIAOMI REDMI NOTE 8 M516_MAINFCP,,FLEXOS,,40,5.5,Inventariable,PZ,6928032902628,true,
17,10015,FLEX INTERCONEXION XIAOMI REDMI NOTE 8 PRO 36100G7M0A,,FLEXOS,,70,11.01,Inventariable,PZ,6928032902629,true,
18,10016,FLEX INTERCONEXION ZTE A5 2020,,FLEXOS,,80,15,Inventariable,PZ,6928032902630,true,
19,10017,FLEX INTERCONEXION ZTE V10 HL1905 / V10 VITA,,FLEXOS,,110,29,Inventariable,PZ,6928032902631,true,
20,10018,FLEX INTERCONEXION ZTE V10 VITA,,FLEXOS,,80,14,Inventariable,PZ,6928032902632,true,
21,10019,FLEX INTERCONEXION ZTE V20 SMART 1050,,FLEXOS,,70,21,Inventariable,PZ,6928032902633,true,
22,10020,FLEX INTERCONEXION ZTE V2020 VITA,,FLEXOS,,100,16.25,Inventariable,PZ,6928032902634,true,
23,10021,FLEX INTERCONEXION ZTE V SMART 2050,,FLEXOS,,110,19,Inventariable,PZ,6928032902635,true,
24,10022,FLEX INTERCONEXION ZTE V9 UEGA2,,FLEXOS,,90,70,Inventariable,PZ,6928032902636,true,
25,10023,FLEX INTERCONEXION ZTE V9 VITA 1815UEVA1,,FLEXOS,,110,70,Inventariable,PZ,6928032902637,true,
26,10024,STENCIL JABE IPHONE XS/XS MAX/XR-A12 T:0.12MM,,STENCIL,,160,65,Inventariable,PZ,6928032902638,true,
27,10025,STENCIL JABE IPHONE IP 12/PRO/MAX/MINI-A14 T:0.12MM,,STENCIL,,50,40,Inventariable,PZ,6928032902639,true,
28,10026,TAPA TRASERA SAMSUNG A10S NEGRO,,TAPAS Y MARCOS,,80,21.25,Inventariable,PZ,6928032902640,true,
29,10027,AURICULAR HUAWEI Y5 2018,,AUDIO,,80,21,Inventariable,PZ,6928032902641,true,
30,10028,AURICULAR SAMSUNG A10 M10 A40 A50 A50S A60 A70 A70S A80 A90,,AUDIO,,80,6,Inventariable,PZ,6928032902642,true,
31,10029,AURICULAR HUAWEI P9 LITE,,AUDIO,,60,21,Inventariable,PZ,6928032902643,true,
32,10030,CAMARA FRONTAL HUAWEI P10 LITE OHW8F06,,CAMARAS,,80,70,Inventariable,PZ,6928032902644,true,
33,10031,CAMARA TRASERA HUAWEI P10 LITE OGP0228,,CAMARAS,,100,70,Inventariable,PZ,6928032902645,true,
34,10032,CAMARA FRONTAL MOTO G6 PLUS L4H7F10Z,,CAMARAS,,90,25,Inventariable,PZ,6928032902646,true,
35,10033,CAMARA TRASERA MOTO G6 PLUS XT1926 6,,CAMARAS,,120,18.2,Inventariable,PZ,6928032902647,true,
36,10034,CAMARA FRONTAL SAMSUNG J7 PRIME A9-R02,,CAMARAS,,80,16,Inventariable,PZ,6928032902648,true,
37,10035,CAMARA TRASERA SAMSUNG J7 PRIME ON7 V03,,CAMARAS,,130,53,Inventariable,PZ,6928032902649,true,
38,10036,CAMARA FRONTAL SONY XA2 ULTRA BH1710,,CAMARAS,,60,13,Inventariable,PZ,6928032902650,true,
39,10037,CAMARA TRASERA SONY XA2 ULTRA,,CAMARAS,,300,140,Inventariable,PZ,6928032902651,true,
40,10038,CAMARA FRONTAL SAMSUNG A50 REV 1,,CAMARAS,,100,22,Inventariable,PZ,6928032902652,true,
41,10039,CC ALCATEL 5048,,CENTRO CARGA,,90,19,Inventariable,PZ,6928032902653,true,
42,10040,CC IPAD 2,,CENTRO CARGA,,40,21,Inventariable,PZ,6928032902654,true,
43,10041,CC IPAD 4,,CENTRO CARGA,,70,22,Inventariable,PZ,6928032902655,true,
44,10042,CC IPAD AIR 1 A1474 / IPAD 6 A1893 A1954 / IPAD 5 A1822 A1823,,CENTRO CARGA,,60,12.69,Inventariable,PZ,6928032902656,true,
45,10043,CC IPHONE 11 ORIGINAL,,CENTRO CARGA,,200,46,Inventariable,PZ,6928032902657,true,
46,10044,BATERIA LG G8 THINQ lMG820QM7 Bl-T41,,BATERIAS,,130,52.3,Inventariable,PZ,6928032902658,true,
48,10046,CC SAMSUNG S8 U,,CENTRO CARGA,,150,23.24,Inventariable,PZ,6928032902660,true,
49,10047,DISPLAY MOTO G 5G IPS XT-2113.,,DISPLAY COMPLETO,MOTO,290,154.14,Inventariable,PZ,6928032902661,true,
50,10048,DISPLAY ALCATEL IDOL 3 CON MARCO IPS 6045*,,DISPLAY COMPLETO,ALCATEL,650,400,Inventariable,PZ,6928032902662,true,
51,10049,TAPA TRASERA MOTO G5 PLUS GRIS OBSCURO,,TAPAS Y MARCOS,,90,11,Inventariable,PZ,6928032903629,true,
52,10050,TAPA TRASERA XIAOMI REDMI NOTE 8 TORNASOL,,TAPAS Y MARCOS,,100,90,Inventariable,PZ,6928032903532,true,
54,10052,DISPLAY MOTO EDGE PLUS / MOTO EDGE 2021 OLED XT2063-3,,DISPLAY COMPLETO,MOTO,1610,1055.31,Inventariable,PZ,6928032902666,true,
55,10053,DISPLAY SAMSUNG A7 2017 OLED SM-A720F AZUL,,DISPLAY COMPLETO,SAMSUNG,480,262.5,Inventariable,PZ,6928032902667,true,
56,10054,DISPLAY SAMSUNG A7 2017 OLED SM-A720F NEGRO,,DISPLAY COMPLETO,SAMSUNG,480,262.5,Inventariable,PZ,6928032902668,true,
57,10055,DISPLAY XIAOMI REDMI 9 IPS M2004J19G M2004J19C,,DISPLAY COMPLETO,XIAOMI,210,127.83,Inventariable,PZ,6928032902669,true,
59,10057,DISPLAY LANIX LT525 IPS,,DISPLAY COMPLETO,LANIX,200,130,Inventariable,PZ,6928032902671,true,
60,10058,FLEX ENCENDIDO IPAD 2,,FLEXOS,,100,21,Inventariable,PZ,6928032902672,true,
61,10059,FLEX ENCENDIDO SAMSUNG S5,,FLEXOS,,100,5,Inventariable,PZ,6928032902673,true,
62,10060,FLEX ENCENDIDO SAMSUNG A8 2018 A530F,,FLEXOS,,100,21,Inventariable,PZ,6928032902674,true,
63,10061,LENTE CAMARA HUAWEI Y8S,,LENTE CAMARA,,30,3,Inventariable,PZ,6928032902675,true,
64,10062,LENTE CAMARA MOTO  E5/ G6 PLAY,,LENTE CAMARA,,50,3.38,Inventariable,PZ,6928032902676,true,
65,10063,LENTE CAMARA MOTO G6 PLUS,,LENTE CAMARA,,50,3,Inventariable,PZ,6928032902677,true,
66,10064,TOUCH ALCATEL 5036,,TOUCH,,70,45,Inventariable,PZ,6928032902678,true,
67,10065,TOUCH ALCATEL POP C9 7047,,TOUCH,,70,45,Inventariable,PZ,6928032902679,true,
68,10066,TOUCH ZTE L5,,TOUCH,,70,45,Inventariable,PZ,6928032902680,true,
69,10067,TOUCH LANIX LT520,,TOUCH,,110,45,Inventariable,PZ,6928032902681,true,
70,10068,TOUCH LANIX M5,,TOUCH,,110,30,Inventariable,PZ,6928032902682,true,
71,10069,TOUCH LANIX X200,,TOUCH,,90,45,Inventariable,PZ,6928032902683,true,
72,10070,TOUCH LANIX X520,,TOUCH,,90,26.7543,Inventariable,PZ,6928032902684,true,
73,10071,TOUCH LANIX X530,,TOUCH,,90,23,Inventariable,PZ,6928032902685,true,
74,10072,TOUCH ZTE L130,,TOUCH,,100,22,Inventariable,PZ,6928032902686,true,
75,10073,DISPLAY LG LEON IPS H340N *,,DISPLAY COMPLETO,LG,470,364,Inventariable,PZ,6928032902687,true,
76,10074,FLEX ENCENDIDO ZTE V20 SMART 1050,,FLEXOS,,100,7,Inventariable,PZ,6928032902688,true,
77,10075,FLEX ENCENDIDO ZTE V2020 VITA,,FLEXOS,,80,21,Inventariable,PZ,6928032902689,true,
78,10076,FLEX ENCENDIDO ZTE V SMART 2050,,FLEXOS,,50,7,Inventariable,PZ,6928032902690,true,
79,10077,FLEX ENCENDIDO ZTE V9,,FLEXOS,,110,70,Inventariable,PZ,6928032902691,true,
80,10078,CHAROLA SIM MOTO E20,,CHAROLA SIM,,30,12.5,Inventariable,PZ,6928032902692,true,
81,10079,FLEX INTERCONEXION LG K41S LMK410HM,,FLEXOS,,100,21,Inventariable,PZ,6928032902693,true,
82,10080,FLEX INTERCONEXION LG K51 96769_3_13,,FLEXOS,,90,15,Inventariable,PZ,6928032902694,true,
83,10081,FLEX INTERCONEXION LG K51S,,FLEXOS,,100,21,Inventariable,PZ,6928032902695,true,
84,10082,CHAROLA SIM HUAWEI Y9A,,CHAROLA SIM,,30,4,Inventariable,PZ,6928032902696,true,
85,10083,CHAROLA SIM HUAWEI P10 Selfie Bac - L03,,CHAROLA SIM,,50,4.25,Inventariable,PZ,6928032902697,true,
86,10084,CC MOTO G31,,CENTRO CARGA,,80,21,Inventariable,PZ,6928032902698,true,
87,10085,FLEX INTERCONEXION MOTO G8 POWER,,FLEXOS,,90,11.25,Inventariable,PZ,6928032902699,true,
88,10086,FLEX INTERCONEXION MOTO G9 PLAY ZR_30215,,FLEXOS,,80,11.25,Inventariable,PZ,6928032902700,true,
89,10087,FLEX ENCENDIDO HUAWEI Y9S,,FLEXOS,,40,3.303,Inventariable,PZ,6928032902701,true,
91,10089,CC SAMSUNG NOTE 20 ULTRA,,CENTRO CARGA,,120,29,Inventariable,PZ,6928032902703,true,
92,10090,CC SAMSUNG NOTE 20,,CENTRO CARGA,,190,56,Inventariable,PZ,6928032902704,true,
93,10091,CAMARA HUAWEI MODELO M24N01A,,CAMARAS,,100,42,Inventariable,PZ,6928032902705,true,
94,10092,DISPLAY ALCATEL IDOL 5S IPS 6060C 6060X 6060S *,,DISPLAY COMPLETO,ALCATEL,450,370,Inventariable,PZ,6928032902706,true,
95,10093,DISPLAY OPPO A11 / A11X 2019 / A9 (2020) IPS CPH1937 CPH1939 CPH1931.,,DISPLAY COMPLETO,OPPO,210,112.96,Inventariable,PZ,6928032902707,true,
96,10094,DISPLAY OPPO A5 2020 / OPPO A31 IPS CPH1941,,DISPLAY COMPLETO,OPPO,190,107.35,Inventariable,PZ,6928032902708,true,
97,10095,PADS MECHANIC RESOLDAR,,INSUMOS,,200,140,Inventariable,PZ,6928032902709,true,
98,10096,CC XIAOMI MI 10T,,CENTRO CARGA,,90,9.52,Inventariable,PZ,6928032902710,true,
99,10097,PIN CARGA LG Q7 Q7 PLUS Q710,,CENTRO CARGA,,40,10,Inventariable,PZ,6928032902711,true,
101,10099,BOMBA AIRE QUICK 706W,,HERRAMIENTAS,,140,100,Inventariable,PZ,6928032902713,true,
103,10101,FLEX HUELLA HUAWEI HONOR NOTE 8 DORADO,,FLEXOS,,60,20,Inventariable,PZ,6928032902715,true,
104,10102,AURICULAR IPHONE 7 PLUS / IPHONE 8 PLUS,,AUDIO,,30,3,Inventariable,PZ,6928032902716,true,
105,10103,TAPA TRASERA HUAWEI Y9S TORNASOL,,TAPAS Y MARCOS,,100,31.2,Inventariable,PZ,6928032903522,true,
106,10104,BATERIA IPHONE XR A1984 A2105 A2106 A2107 A2108 616-00471,,BATERIAS,,200,86.21,Inventariable,PZ,6928032902717,true,
107,10105,BATERIA LG K41S / K51S / K61 LM-K410 LM-K510 LM-Q630 BL-T49.,,BATERIAS,,140,53.51,Inventariable,PZ,6928032902718,true,
108,10106,PIN CARGA HUAWEI P30 LEICA ELE L04 -L09 -L29,,CENTRO CARGA,,40,5,Inventariable,PZ,6928032902719,true,
109,10107,BATERIA SAMSUNG NOTE 10 SM-N970U EB-BN970ABU.,,BATERIAS,,140,22.02,Inventariable,PZ,6928032902720,true,
110,10108,BATERIA SAMSUNG NOTE 10 PLUS SM-N975U EB-BN972ABU.,,BATERIAS,,170,62,Inventariable,PZ,6928032902721,true,
111,10109,CAMARA TRASERA IPHONE 11 2062 A-1937,,CAMARAS,,1500,379,Inventariable,PZ,6928032902722,true,
112,10110,CAMARA TRASERA IPHONE 11 PRO MAX,,CAMARAS,,1520,916,Inventariable,PZ,6928032902723,true,
113,10111,DISPLAY OPPO A53 2020 4G CPH2127/ONEPLUS NORD N100/REALME 7I (RMX2101/RMX2103)/REALME C17 / OPPO A72 VERSION 00 IPS.,,DISPLAY COMPLETO,OPPO,230,121.11,Inventariable,PZ,6928032902724,true,
114,10112,DISPLAY OPPO A52 / A72 CPH2067 / A92 / REALME 6S / REALME 6 IPS RMX2001 /REALME 7 RMX2151,,DISPLAY COMPLETO,OPPO,270,140.38,Inventariable,PZ,6928032902725,true,
115,10113,FLEX MAIN XIAOMI MI 10T / MI 10T PRO,,FLEXOS,,80,20,Inventariable,PZ,6928032902726,true,
116,10114,"DISPLAY OPPO A12 A12S IPS CPH2083, CPH2077.",,DISPLAY COMPLETO,OPPO,190,113,Inventariable,PZ,6928032902727,true,
117,10115,CAMARA FRONTAL HUAWEI P30 / P30 PRO OTF1299 (1.5MM),,CAMARAS,,120,50,Inventariable,PZ,6928032902728,true,
118,10116,TAPA TRASERA HUAWEI P40 PLATA,,TAPAS Y MARCOS,,80,40,Inventariable,PZ,6928032903521,true,
119,10117,"TOALLAS HÚMEDAS ANTIBACTERIALES, PARA LIMPIEZA DE CELULARES, CÓMPUTO, AUDIO, VÍDEO Y TELEFONÍA 30PZ",,OUTLET,,70,30,Inventariable,PZ,6928032902729,true,
120,10118,LIQUIDO REMOVEDOR PEGAMENTO MECHANIC BGA-IC,,INSUMOS,,160,90,Inventariable,PZ,6928032902730,true,
121,10119,BATERIA IPHONE 11 A2111 A2221 A2223 616-00641,,BATERIAS,,200,92.15,Inventariable,PZ,6928032902731,true,
123,10121,TAPETE DE ALUMINIO SUNSHINE SS-004N,,OUTLET,,1400,800,Inventariable,PZ,6928032902733,true,
124,10122,MICA DE HIDROGEL SUNSHINE SS-057E MATE,,INSUMOS,,70,16,Inventariable,PZ,6928032902734,true,
125,10123,DISPLAY XIAOMI REDMI 9A M2006C3LG / REDMI 9C M2006C3MG / REDMI 10A 220233L2G IPS,,DISPLAY COMPLETO,XIAOMI,210,118.908,Inventariable,PZ,6928032902735,true,
126,10124,PLATAFORMA DE REBALLING IPHONE MECHANIC ICPU 7 EN 1 CPU BGA- A8-A14,,OUTLET,,1190,650,Inventariable,PZ,6928032902736,true,
127,10125,MASCARA UV LVH900 10CC MECHANIC NEGRO,,INSUMOS,,160,43,Inventariable,PZ,6928032902737,true,
128,10126,TAPA TRASERA MOTO G100 GRIS PIZARRA,,TAPAS Y MARCOS,,90,32.5,Inventariable,PZ,6928032902738,true,
129,10127,MASCARA UV LVH900 10CC MECHANIC VERDE,,INSUMOS,,160,35,Inventariable,PZ,6928032902739,true,
130,10128,DISPLAY HISENSE V5 IPS HLTE221E.,,DISPLAY COMPLETO,HISENSE,200,112.85,Inventariable,PZ,6928032902740,true,
131,10129,CARGADOR COMPLETO USB A TIPO C,,ACCESORIOS,,100,31,Inventariable,PZ,6928032902741,true,
132,1013,CHAROLA SIM SAMSUNG J5 PRO NEGRO,,CHAROLA SIM,,30,4,Inventariable,PZ,100162,true,
133,10130,DISPLAY LG K42 / K52 / K62 / Q52 IPS LMK420 LMK520 LMK525H LM-Q520N,,DISPLAY COMPLETO,LG,230,127,Inventariable,PZ,6928032902742,true,
134,10131,DISPLAY LG V20 IPS H990 H918 H910 LS997,,DISPLAY COMPLETO,LG,280,148.635,Inventariable,PZ,6928032902743,true,
135,10132,DISPLAY LG X POWER 2 IPS CON MARCO M320N M320F,,DISPLAY COMPLETO,LG,270,159,Inventariable,PZ,6928032902744,true,
136,10133,TAPA TRASERA OPPO A72 5G MORADO PDYM20 PDYT20,,TAPAS Y MARCOS,,50,16,Inventariable,PZ,6928032902745,true,
137,10134,LENTE CAMARA IPHONE 11 CON MARCO (COMPLETO),,LENTE CAMARA,,40,10,Inventariable,PZ,6928032902746,true,
138,10135,DISPLAY SAMSUNG NOTE 5 OLED SM-N920 BLANCO,,DISPLAY COMPLETO,SAMSUNG,1000,554,Inventariable,PZ,6928032902747,true,
139,10136,DISPLAY NOKIA 3.1 PLUS IPS TA-1118 TA-1125 TA-1113 TA-1117,,DISPLAY COMPLETO,NOKIA,230,136,Inventariable,PZ,6928032902748,true,
140,10137,JACK AUDIO SAMSUNG S8,,AUDIO,,100,2,Inventariable,PZ,6928032902749,true,
141,10138,DISPLAY SAMSUNG J8 PLUS OLED SM-J805,,DISPLAY COMPLETO,SAMSUNG,870,312,Inventariable,PZ,6928032902750,true,
142,10139,TAPETE SOLDAR TRABAJO RELIFE RL-004D 30X20 AZUL,,OUTLET,,200,80,Inventariable,PZ,6928032902751,true,
143,10140,DISPLAY SAMSUNG NOTE 2 OLED GT-N7100,,DISPLAY COMPLETO,SAMSUNG,270,153,Inventariable,PZ,6928032902752,true,
144,10141,BATERIA SAMSUNG S10E SM-G970 EB-BG970ABU,,BATERIAS,,130,52.3,Inventariable,PZ,6928032902753,true,
145,10142,DISPLAY SAMSUNG NOTE 3 SUPER AMOLED REACONDICIONADO GT-N900,,DISPLAY COMPLETO,SAMSUNG,270,159,Inventariable,PZ,6928032902754,true,
146,10143,BATERIA XIAOMI REDMI 9A / REDMI 9C BN56,,BATERIAS,,160,65.3994,Inventariable,PZ,6928032902755,true,
147,10144,BATERIA ZTE BLADE A510 LI3822T43,,BATERIAS,,140,64,Inventariable,PZ,6928032902756,true,
148,10145,BATERIA ZTE BLADE A6 LITE A0622 / A6 A6020 LI3849T44P8H906450.,,BATERIAS,,180,74,Inventariable,PZ,6928032902757,true,
150,10147,BATERIA MOTO G9 PLUS XT2087 MG50.,,BATERIAS,,200,71.57,Inventariable,PZ,6928032902759,true,
151,10148,BATERIA MOTO G9 POWER / G40 FUSION / G60 XT2091 PANV0009IN XT2135-1 MC50,,BATERIAS,,160,65.3994,Inventariable,PZ,6928032902760,true,
152,10149,CC SAMSUNG A02S,,CENTRO CARGA,,100,13.7625,Inventariable,PZ,6928032902761,true,
153,10150,BATERIA MOTO EDGE / EDGE PLUS XT2063 XT2061-3 LW50,,BATERIAS,,200,80.26,Inventariable,PZ,6928032902762,true,
154,10151,BATERIA IPHONE 12 / 12 PRO A2172 A2402 A2403 A2404 A2341 A2406 A2407 A2408 A2479,,BATERIAS,,240,89.18,Inventariable,PZ,6928032902763,true,
156,10153,BATERIA IPHONE 12 PRO MAX A2342 A2411 A2410 A2412 A2466,,BATERIAS,,300,133.77,Inventariable,PZ,6928032902765,true,
157,10154,BATERIA NOKIA 7.1 TA-1096 HE342,,BATERIAS,,130,46.79,Inventariable,PZ,6928032902766,true,
158,10155,"BATERIA NOKIA 6.1 TA-1043, TA-1045, TA-1054, TA-1050, TA-1068 HE345.",,BATERIAS,,120,19.82,Inventariable,PZ,6928032902767,true,
159,10156,STENCIL MECHANIC 0.12MM PARA CPU IPHONE 13-13 PRO MAX MINI A15,,STENCIL,,130,36,Inventariable,PZ,6928032902768,true,
160,10157,DISPLAY IPHONE XS MAX OLED A1921 A2101 A2102 A2104,,DISPLAY COMPLETO,APPLE,765,363,Inventariable,PZ,6928032902769,true,
161,10158,BATERIA ALCATEL 5080 TLP024C1.,,BATERIAS,,130,51.53,Inventariable,PZ,6928032902770,true,
162,10159,BATERIA LG K10 2018 / K30 / K11 2018 BL-T36.*,,BATERIAS,,130,22.618,Inventariable,PZ,6928032902771,true,
163,10160,BOCINA ALTAVOZ HUAWEI Y6S 2019,,AUDIO,,60,11,Inventariable,PZ,6928032902772,true,
164,10161,CAMARA FRONTAL IPHONE 11 / 821-02626-A,,CAMARAS,,130,43,Inventariable,PZ,6928032902773,true,
165,10162,CAMARA FRONTAL IPHONE 11 PRO OLED / 821-02029-04,,CAMARAS,,260,150,Inventariable,PZ,6928032902774,true,
166,10163,CAMARA FRONTAL IPHONE 12 / 821-02640-05,,CAMARAS,,190,60,Inventariable,PZ,6928032902775,true,
167,10164,CAMARA FRONTAL IPHONE 6 821-1871-A,,CAMARAS,,100,22,Inventariable,PZ,6928032902776,true,
168,10165,CAMARA FRONTAL IPHONE 6 PLUS 821-2200 A,,CAMARAS,,60,19,Inventariable,PZ,6928032902777,true,
169,10166,FLEX INTERCONEXION OPPO A52/A92,,FLEXOS,,120,20,Inventariable,PZ,6928032902778,true,
170,10167,CAMARA FRONTAL IPHONE 6S PLUS 821-00154-A,,CAMARAS,,100,22,Inventariable,PZ,6928032902779,true,
171,10168,CAMARA FRONTAL IPHONE 7 /821-00514-A,,CAMARAS,,140,58,Inventariable,PZ,6928032902780,true,
172,10169,CAMARA FRONTAL IPHONE 7 PLUS / 821-00519-A,,CAMARAS,,80,30,Inventariable,PZ,6928032902781,true,
173,10170,CAMARA FRONTAL IPHONE 8 / 821-01185-A,,CAMARAS,,80,32.5,Inventariable,PZ,6928032902782,true,
174,10171,CAMARA FRONTAL IPHONE 8 PLUS 821-00519-03,,CAMARAS,,80,32.5,Inventariable,PZ,6928032902783,true,
175,10172,CAMARA FRONTAL IPHONE X / 821-01051-05,,CAMARAS,,110,33,Inventariable,PZ,6928032902784,true,
176,10173,CAMARA FRONTAL IPHONE XR 821-01723-04,,CAMARAS,,90,22.5,Inventariable,PZ,6928032902785,true,
177,10174,CAMARA FRONTAL IPHONE XS / 821-01774-01,,CAMARAS,,400,135,Inventariable,PZ,6928032902786,true,
178,10175,CAMARA TRASERA HUAWEI P30 ORP1268A2,,CAMARAS,,160,62,Inventariable,PZ,6928032902787,true,
179,10176,CAMARA TRASERA IPHONE 11 PRO ORIGINAL 02138-A-015,,CAMARAS,,1470,170,Inventariable,PZ,6928032902788,true,
180,10177,CAMARA TRASERA IPHONE 12,,CAMARAS,,1050,367.5,Inventariable,PZ,6928032902789,true,
181,10178,CAMARA TRASERA IPHONE 5 821-1662-A,,CAMARAS,,80,18,Inventariable,PZ,6928032902790,true,
182,10179,CAMARA TRASERA IPHONE 5C 821-1707-A,,CAMARAS,,60,13,Inventariable,PZ,6928032902791,true,
183,10180,CAMARA TRASERA IPHONE 6,,CAMARAS,,70,16,Inventariable,PZ,6928032902792,true,
184,10181,CAMARA TRASERA IPHONE 6S 821-00027-A,,CAMARAS,,170,42.5,Inventariable,PZ,6928032902793,true,
185,10182,CAMARA TRASERA IPHONE 7 821-00446-A,,CAMARAS,,520,123,Inventariable,PZ,6928032902794,true,
186,10183,FLEX INTERCONEXION OPPO A72,,FLEXOS,,100,22,Inventariable,PZ,6928032902795,true,
187,10184,FLEX INTERCONEXION OPPO A9,,FLEXOS,,60,18,Inventariable,PZ,6928032902796,true,
188,10185,REPUESTO NAVAJAS BISTURI ESCALPELO #12,,INSUMOS,,50,7.5,Inventariable,PZ,6928032902797,true,
189,10186,CAMARA TRASERA IPHONE XR,,CAMARAS,,1330,654,Inventariable,PZ,6928032902798,true,
190,10187,CAMARA TRASERA IPHONE XS,,CAMARAS,,1150,564,Inventariable,PZ,6928032902799,true,
191,10188,CAMARA TRASERA SAMSUNG GRAND PRIME PLUS G532F_V00,,CAMARAS,,150,49,Inventariable,PZ,6928032902800,true,
192,10189,CC SAMSUNG A02,,CENTRO CARGA,,100,23.76,Inventariable,PZ,6928032902801,true,
193,10190,CC MOTO E5 VERIZON,,CENTRO CARGA,,70,13,Inventariable,PZ,6928032902802,true,
194,10191,CC XIAOMI REDMI NOTE 7 / 7 PRO,,CENTRO CARGA,,50,10,Inventariable,PZ,6928032902803,true,
197,10194,DISPLAY HISENSE E40 / H40 LITE / V40 IPS,,DISPLAY COMPLETO,HISENSE,210,116,Inventariable,PZ,6928032902806,true,
198,10195,PIN CARGA SAMSUNG A52 / A72,,CENTRO CARGA,,50,6,Inventariable,PZ,6928032902807,true,
199,10196,CC SAMSUNG A72,,CENTRO CARGA,,650,53,Inventariable,PZ,6928032902808,true,
200,10197,DISPLAY HISENSE H40 IPS HLTE321E,,DISPLAY COMPLETO,HISENSE,310,166.25,Inventariable,PZ,6928032902809,true,
201,10198,DISPLAY LG K30 2019 IPS LM-X320ZMW,,DISPLAY COMPLETO,LG,190,107.02,Inventariable,PZ,6928032902810,true,
202,10199,DISPLAY LG K31 IPS LMK300Q,,DISPLAY COMPLETO,LG,290,154.14,Inventariable,PZ,6928032902811,true,
203,10200,DISPLAY LG STYLO 6 / K71 IPS LM-Q730TM LMQ730HA,,DISPLAY COMPLETO,LG,600,365.64,Inventariable,PZ,6928032902812,true,
204,10201,DISPLAY LG X STYLE IPS K200MT,,DISPLAY COMPLETO,LG,340,196.2,Inventariable,PZ,6928032902813,true,
205,10202,TAPA TRASERA HUAWEI P40 PRO ELS-NX9 / ELS-N04 BLANCO,,TAPAS Y MARCOS,,110,32,Inventariable,PZ,6928032903531,true,
206,10203,FLEX ENCENDIDO IPHONE 11,,FLEXOS,,100,18,Inventariable,PZ,6928032902815,true,
207,10204,FLEX ENCENDIDO HUAWEI Y5 2019,,FLEXOS,,50,5,Inventariable,PZ,6928032902816,true,
208,10205,FLEX HUELLA ZTE V10 VITA AZUL,,FLEXOS,,200,70,Inventariable,PZ,6928032902817,true,
209,10206,FLEX HUELLA ZTE V10 VITA NEGRO,,FLEXOS,,200,70,Inventariable,PZ,6928032902818,true,
210,10207,FLEX HUELLA HUAWEI Y9 PRIME,,FLEXOS,,160,70,Inventariable,PZ,6928032902819,true,
211,10208,FLEX INTERCONEXION MOTO G9 POWER ZR-30863,,FLEXOS,,60,11.61,Inventariable,PZ,6928032902820,true,
212,10209,TAPA TRASERA HUAWEI MATE 20 NEGRO,,TAPAS Y MARCOS,,110,35,Inventariable,PZ,6928032903530,true,
214,10211,CC MOTO E6 PLAY /Y5 2018/ HONOR 7S/ Y5 LITE 2018 / Y5 PRIME 2018,,CENTRO CARGA,,50,8.37,Inventariable,PZ,6928032902823,true,
215,10212,CC MOTO E7 PLUS,,CENTRO CARGA,,70,11.5,Inventariable,PZ,6928032902824,true,
